item_name,item_code,kind_name,kind_code,rank,rank_code,unit,day1,dpr1,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7,date,region
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/22),"7,400",1일전 (01/21),-,1주일전 (01/15),"6,700",2주일전 (01/08),"6,450",1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-22,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/23),"7,650",1일전 (01/22),"7,400",1주일전 (01/16),"6,700",2주일전 (01/09),"6,615",1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-23,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/24),"7,900",1일전 (01/23),"7,650",1주일전 (01/17),"6,700",2주일전 (01/10),"6,615",1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-24,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/25),"7,900",1일전 (01/24),"7,900",1주일전 (01/18),"6,700",2주일전 (01/11),"6,615",1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-25,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/26),"8,655",1일전 (01/25),"7,900",1주일전 (01/19),"7,400",2주일전 (01/12),"6,700",1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-26,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/27),-,1일전 (01/26),"8,655",1주일전 (01/20),-,2주일전 (01/13),-,1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-27,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/29),"8,655",1일전 (01/28),-,1주일전 (01/22),"7,400",2주일전 (01/15),"6,700",1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-29,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/30),"8,820",1일전 (01/29),"8,655",1주일전 (01/23),"7,650",2주일전 (01/16),"6,700",1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-30,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (01/31),"8,820",1일전 (01/30),"8,820",1주일전 (01/24),"7,900",2주일전 (01/17),"6,700",1개월전,"6,705",1년전,"5,550",일평년,"5,471",2024-01-31,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/01),"8,820",1일전 (01/31),"8,820",1주일전 (01/25),"7,900",2주일전 (01/18),"6,700",1개월전,"6,600",1년전,"5,423",일평년,"5,445",2024-02-01,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/02),"8,820",1일전 (02/01),"8,820",1주일전 (01/26),"8,655",2주일전 (01/19),"7,400",1개월전,"6,600",1년전,"5,423",일평년,"5,445",2024-02-02,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/03),-,1일전 (02/02),"8,820",1주일전 (01/27),-,2주일전 (01/20),-,1개월전,"6,600",1년전,"5,423",일평년,"5,445",2024-02-03,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/05),"8,820",1일전 (02/04),-,1주일전 (01/29),"8,655",2주일전 (01/22),"7,400",1개월전,"6,600",1년전,"5,423",일평년,"5,445",2024-02-05,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/06),"8,820",1일전 (02/05),"8,820",1주일전 (01/30),"8,820",2주일전 (01/23),"7,650",1개월전,"6,600",1년전,"5,423",일평년,"5,445",2024-02-06,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/07),"8,820",1일전 (02/06),"8,820",1주일전 (01/31),"8,820",2주일전 (01/24),"7,900",1개월전,"6,600",1년전,"5,423",일평년,"5,445",2024-02-07,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/08),"8,750",1일전 (02/07),"8,820",1주일전 (02/01),"8,820",2주일전 (01/25),"7,900",1개월전,"6,600",1년전,"5,423",일평년,"5,445",2024-02-08,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/09),-,1일전 (02/08),"8,750",1주일전 (02/02),"8,820",2주일전 (01/26),"8,655",1개월전,"6,600",1년전,"5,423",일평년,"5,445",2024-02-09,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/12),-,1일전 (02/11),-,1주일전 (02/05),"8,820",2주일전 (01/29),"8,655",1개월전,"6,397",1년전,"6,074",일평년,"5,707",2024-02-12,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/13),"8,750",1일전 (02/12),-,1주일전 (02/06),"8,820",2주일전 (01/30),"8,820",1개월전,"6,397",1년전,"6,074",일평년,"5,707",2024-02-13,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/14),"8,750",1일전 (02/13),"8,750",1주일전 (02/07),"8,820",2주일전 (01/31),"8,820",1개월전,"6,397",1년전,"6,074",일평년,"5,707",2024-02-14,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/15),"8,750",1일전 (02/14),"8,750",1주일전 (02/08),"8,750",2주일전 (02/01),"8,820",1개월전,"6,397",1년전,"6,074",일평년,"5,707",2024-02-15,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/16),"8,750",1일전 (02/15),"8,750",1주일전 (02/09),-,2주일전 (02/02),"8,820",1개월전,"6,397",1년전,"6,074",일평년,"5,707",2024-02-16,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/17),-,1일전 (02/16),"8,750",1주일전 (02/10),-,2주일전 (02/03),-,1개월전,"6,397",1년전,"6,074",일평년,"5,707",2024-02-17,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/19),"8,750",1일전 (02/18),-,1주일전 (02/12),-,2주일전 (02/05),"8,820",1개월전,"6,397",1년전,"6,074",일평년,"5,707",2024-02-19,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/20),"8,585",1일전 (02/19),"8,750",1주일전 (02/13),"8,750",2주일전 (02/06),"8,820",1개월전,"6,397",1년전,"6,074",일평년,"5,707",2024-02-20,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/21),"8,585",1일전 (02/20),"8,585",1주일전 (02/14),"8,750",2주일전 (02/07),"8,820",1개월전,"8,154",1년전,"6,766",일평년,"5,944",2024-02-21,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/22),"8,585",1일전 (02/21),"8,585",1주일전 (02/15),"8,750",2주일전 (02/08),"8,750",1개월전,"8,154",1년전,"6,766",일평년,"5,944",2024-02-22,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/23),"8,585",1일전 (02/22),"8,585",1주일전 (02/16),"8,750",2주일전 (02/09),-,1개월전,"8,154",1년전,"6,766",일평년,"5,944",2024-02-23,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/24),-,1일전 (02/23),"8,585",1주일전 (02/17),-,2주일전 (02/10),-,1개월전,"8,154",1년전,"6,766",일평년,"5,944",2024-02-24,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/26),"8,585",1일전 (02/25),-,1주일전 (02/19),"8,750",2주일전 (02/12),-,1개월전,"8,154",1년전,"6,766",일평년,"5,944",2024-02-26,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/27),"8,420",1일전 (02/26),"8,585",1주일전 (02/20),"8,585",2주일전 (02/13),"8,750",1개월전,"8,154",1년전,"6,766",일평년,"5,944",2024-02-27,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/28),"8,420",1일전 (02/27),"8,420",1주일전 (02/21),"8,585",2주일전 (02/14),"8,750",1개월전,"8,154",1년전,"6,766",일평년,"5,944",2024-02-28,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (02/29),"8,420",1일전 (02/28),"8,420",1주일전 (02/22),"8,585",2주일전 (02/15),"8,750",1개월전,"8,154",1년전,"6,766",일평년,"5,944",2024-02-29,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/01),-,1일전 (02/29),"8,420",1주일전 (02/23),"8,585",2주일전 (02/16),"8,750",1개월전,"8,894",1년전,"7,443",일평년,"5,922",2024-03-01,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/04),"8,805",1일전 (03/03),-,1주일전 (02/26),"8,585",2주일전 (02/19),"8,750",1개월전,"8,894",1년전,"7,443",일평년,"5,922",2024-03-04,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/05),"9,055",1일전 (03/04),"8,805",1주일전 (02/27),"8,420",2주일전 (02/20),"8,585",1개월전,"8,894",1년전,"7,443",일평년,"5,922",2024-03-05,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/06),"9,055",1일전 (03/05),"9,055",1주일전 (02/28),"8,420",2주일전 (02/21),"8,585",1개월전,"8,894",1년전,"7,443",일평년,"5,922",2024-03-06,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/07),"9,055",1일전 (03/06),"9,055",1주일전 (02/29),"8,420",2주일전 (02/22),"8,585",1개월전,"8,894",1년전,"7,443",일평년,"5,922",2024-03-07,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/08),"7,900",1일전 (03/07),"9,055",1주일전 (03/01),-,2주일전 (02/23),"8,585",1개월전,"8,894",1년전,"7,443",일평년,"5,922",2024-03-08,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/09),-,1일전 (03/08),"7,900",1주일전 (03/02),-,2주일전 (02/24),-,1개월전,"8,894",1년전,"7,443",일평년,"5,922",2024-03-09,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/11),"7,900",1일전 (03/10),-,1주일전 (03/04),"8,805",2주일전 (02/26),"8,585",1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-11,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/12),"8,150",1일전 (03/11),"7,900",1주일전 (03/05),"9,055",2주일전 (02/27),"8,420",1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-12,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/13),"8,535",1일전 (03/12),"8,150",1주일전 (03/06),"9,055",2주일전 (02/28),"8,420",1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-13,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/14),"8,400",1일전 (03/13),"8,535",1주일전 (03/07),"9,055",2주일전 (02/29),"8,420",1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-14,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/15),"8,400",1일전 (03/14),"8,400",1주일전 (03/08),"7,900",2주일전 (03/01),-,1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-15,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/16),-,1일전 (03/15),"8,400",1주일전 (03/09),-,2주일전 (03/02),-,1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-16,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/18),"7,895",1일전 (03/17),-,1주일전 (03/11),"7,900",2주일전 (03/04),"8,805",1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-18,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/19),"7,895",1일전 (03/18),"7,895",1주일전 (03/12),"8,150",2주일전 (03/05),"9,055",1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-19,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/20),"7,895",1일전 (03/19),"7,895",1주일전 (03/13),"8,535",2주일전 (03/06),"9,055",1개월전,"8,496",1년전,"6,779",일평년,"5,980",2024-03-20,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/21),"7,895",1일전 (03/20),"7,895",1주일전 (03/14),"8,400",2주일전 (03/07),"9,055",1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-21,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/22),"7,645",1일전 (03/21),"7,895",1주일전 (03/15),"8,400",2주일전 (03/08),"7,900",1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-22,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/23),-,1일전 (03/22),"7,645",1주일전 (03/16),-,2주일전 (03/09),-,1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-23,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/25),"7,200",1일전 (03/24),-,1주일전 (03/18),"7,895",2주일전 (03/11),"7,900",1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-25,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/26),"7,200",1일전 (03/25),"7,200",1주일전 (03/19),"7,895",2주일전 (03/12),"8,150",1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-26,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/27),"7,200",1일전 (03/26),"7,200",1주일전 (03/20),"7,895",2주일전 (03/13),"8,535",1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-27,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/28),"7,200",1일전 (03/27),"7,200",1주일전 (03/21),"7,895",2주일전 (03/14),"8,400",1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-28,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/29),"7,835",1일전 (03/28),"7,200",1주일전 (03/22),"7,645",2주일전 (03/15),"8,400",1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-29,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (03/30),-,1일전 (03/29),"7,835",1주일전 (03/23),-,2주일전 (03/16),-,1개월전,"8,814",1년전,"6,712",일평년,"5,702",2024-03-30,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/01),"7,835",1일전 (03/31),-,1주일전 (03/25),"7,200",2주일전 (03/18),"7,895",1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-01,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/02),"7,835",1일전 (04/01),"7,835",1주일전 (03/26),"7,200",2주일전 (03/19),"7,895",1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-02,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/03),"7,835",1일전 (04/02),"7,835",1주일전 (03/27),"7,200",2주일전 (03/20),"7,895",1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-03,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/04),"7,835",1일전 (04/03),"7,835",1주일전 (03/28),"7,200",2주일전 (03/21),"7,895",1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-04,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/05),"7,835",1일전 (04/04),"7,835",1주일전 (03/29),"7,835",2주일전 (03/22),"7,645",1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-05,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/06),-,1일전 (04/05),"7,835",1주일전 (03/30),-,2주일전 (03/23),-,1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-06,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/08),"7,835",1일전 (04/07),-,1주일전 (04/01),"7,835",2주일전 (03/25),"7,200",1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-08,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/09),"7,835",1일전 (04/08),"7,835",1주일전 (04/02),"7,835",2주일전 (03/26),"7,200",1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-09,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/10),-,1일전 (04/09),"7,835",1주일전 (04/03),"7,835",2주일전 (03/27),"7,200",1개월전,"8,939",1년전,"6,707",일평년,"5,467",2024-04-10,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/11),"7,835",1일전 (04/10),-,1주일전 (04/04),"7,835",2주일전 (03/28),"7,200",1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-11,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/12),"7,835",1일전 (04/11),"7,835",1주일전 (04/05),"7,835",2주일전 (03/29),"7,835",1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-12,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/13),-,1일전 (04/12),"7,835",1주일전 (04/06),-,2주일전 (03/30),-,1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-13,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/15),"7,835",1일전 (04/14),-,1주일전 (04/08),"7,835",2주일전 (04/01),"7,835",1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-15,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/16),"8,165",1일전 (04/15),"7,835",1주일전 (04/09),"7,835",2주일전 (04/02),"7,835",1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-16,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/17),"8,165",1일전 (04/16),"8,165",1주일전 (04/10),-,2주일전 (04/03),"7,835",1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-17,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/18),"8,165",1일전 (04/17),"8,165",1주일전 (04/11),"7,835",2주일전 (04/04),"7,835",1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-18,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/19),"8,000",1일전 (04/18),"8,165",1주일전 (04/12),"7,835",2주일전 (04/05),"7,835",1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-19,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/20),-,1일전 (04/19),"8,000",1주일전 (04/13),-,2주일전 (04/06),-,1개월전,"8,194",1년전,"6,026",일평년,"5,341",2024-04-20,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/22),"7,585",1일전 (04/21),-,1주일전 (04/15),"7,835",2주일전 (04/08),"7,835",1개월전,"7,160",1년전,"5,425",일평년,"5,207",2024-04-22,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/23),"7,420",1일전 (04/22),"7,585",1주일전 (04/16),"8,165",2주일전 (04/09),"7,835",1개월전,"7,160",1년전,"5,425",일평년,"5,207",2024-04-23,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/24),"7,835",1일전 (04/23),"7,420",1주일전 (04/17),"8,165",2주일전 (04/10),-,1개월전,"7,160",1년전,"5,425",일평년,"5,207",2024-04-24,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/25),"7,665",1일전 (04/24),"7,835",1주일전 (04/18),"8,165",2주일전 (04/11),"7,835",1개월전,"7,160",1년전,"5,425",일평년,"5,207",2024-04-25,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/26),"6,895",1일전 (04/25),"7,665",1주일전 (04/19),"8,000",2주일전 (04/12),"7,835",1개월전,"7,160",1년전,"5,425",일평년,"5,207",2024-04-26,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/27),-,1일전 (04/26),"6,895",1주일전 (04/20),-,2주일전 (04/13),-,1개월전,"7,160",1년전,"5,425",일평년,"5,207",2024-04-27,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/29),"6,730",1일전 (04/28),-,1주일전 (04/22),"7,585",2주일전 (04/15),"7,835",1개월전,"7,160",1년전,"5,425",일평년,"5,207",2024-04-29,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (04/30),"6,730",1일전 (04/29),"6,730",1주일전 (04/23),"7,420",2주일전 (04/16),"8,165",1개월전,"7,160",1년전,"5,425",일평년,"5,207",2024-04-30,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/01),-,1일전 (04/30),"6,730",1주일전 (04/24),"7,835",2주일전 (04/17),"8,165",1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-01,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/02),"7,500",1일전 (05/01),-,1주일전 (04/25),"7,665",2주일전 (04/18),"8,165",1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-02,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/03),"5,745",1일전 (05/02),"7,500",1주일전 (04/26),"6,895",2주일전 (04/19),"8,000",1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-03,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/04),-,1일전 (05/03),"5,745",1주일전 (04/27),-,2주일전 (04/20),-,1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-04,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/06),-,1일전 (05/05),-,1주일전 (04/29),"6,730",2주일전 (04/22),"7,585",1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-06,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/07),"5,575",1일전 (05/06),-,1주일전 (04/30),"6,730",2주일전 (04/23),"7,420",1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-07,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/08),"5,575",1일전 (05/07),"5,575",1주일전 (05/01),-,2주일전 (04/24),"7,835",1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-08,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/09),"6,280",1일전 (05/08),"5,575",1주일전 (05/02),"7,500",2주일전 (04/25),"7,665",1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-09,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/10),"6,280",1일전 (05/09),"6,280",1주일전 (05/03),"5,745",2주일전 (04/26),"6,895",1개월전,"7,463",1년전,"5,220",일평년,"4,871",2024-05-10,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/11),-,1일전 (05/10),"6,280",1주일전 (05/04),-,2주일전 (04/27),-,1개월전,"7,300",1년전,"4,669",일평년,"4,382",2024-05-11,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/13),"6,010",1일전 (05/12),-,1주일전 (05/06),-,2주일전 (04/29),"6,730",1개월전,"7,300",1년전,"4,669",일평년,"4,382",2024-05-13,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/14),"6,180",1일전 (05/13),"6,010",1주일전 (05/07),"5,575",2주일전 (04/30),"6,730",1개월전,"7,300",1년전,"4,669",일평년,"4,382",2024-05-14,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/15),-,1일전 (05/14),"6,180",1주일전 (05/08),"5,575",2주일전 (05/01),-,1개월전,"7,300",1년전,"4,669",일평년,"4,382",2024-05-15,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/16),"6,180",1일전 (05/15),-,1주일전 (05/09),"6,280",2주일전 (05/02),"7,500",1개월전,"7,300",1년전,"4,669",일평년,"4,382",2024-05-16,
토마토,225,토마토(1kg),0,상품,4,1kg,당일 (05/17),"6,180",1일전 (05/16),"6,180",1주일전 (05/10),"6,280",2주일전 (05/03),"5,745",1개월전,"7,300",1년전,"4,669",일평년,"4,382",2024-05-17,
