item_name,item_code,kind_name,kind_code,rank,rank_code,unit,day1,dpr1,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7,date,region
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/14),"61,250",1일전 (11/13),"54,600",1주일전 (11/07),"54,960",2주일전 (10/31),"75,320",1개월전,-,1년전,"48,516",일평년,"48,516",2024-11-14,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/15),"61,250",1일전 (11/14),"61,250",1주일전 (11/08),"54,960",2주일전 (11/01),"71,083",1개월전,-,1년전,"48,516",일평년,"48,516",2024-11-15,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/18),"61,250",1일전 (11/17),-,1주일전 (11/11),"60,000",2주일전 (11/04),"71,083",1개월전,-,1년전,"48,516",일평년,"48,516",2024-11-18,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/19),"61,250",1일전 (11/18),"61,250",1주일전 (11/12),"52,600",2주일전 (11/05),"71,083",1개월전,-,1년전,"48,516",일평년,"48,516",2024-11-19,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/20),"61,250",1일전 (11/19),"61,250",1주일전 (11/13),"54,600",2주일전 (11/06),"71,083",1개월전,-,1년전,"48,516",일평년,"48,516",2024-11-20,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/21),"58,367",1일전 (11/20),"61,250",1주일전 (11/14),"61,250",2주일전 (11/07),"54,960",1개월전,"60,955",1년전,"51,004",일평년,"51,004",2024-11-21,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/22),"54,975",1일전 (11/21),"58,367",1주일전 (11/15),"61,250",2주일전 (11/08),"54,960",1개월전,"60,955",1년전,"51,004",일평년,"51,004",2024-11-22,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/25),"58,367",1일전 (11/24),-,1주일전 (11/18),"61,250",2주일전 (11/11),"60,000",1개월전,"60,955",1년전,"51,004",일평년,"51,004",2024-11-25,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/26),"61,600",1일전 (11/25),"58,367",1주일전 (11/19),"61,250",2주일전 (11/12),"52,600",1개월전,"60,955",1년전,"51,004",일평년,"51,004",2024-11-26,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/27),"61,600",1일전 (11/26),"61,600",1주일전 (11/20),"61,250",2주일전 (11/13),"54,600",1개월전,"60,955",1년전,"51,004",일평년,"51,004",2024-11-27,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/28),"62,600",1일전 (11/27),"61,600",1주일전 (11/21),"58,367",2주일전 (11/14),"61,250",1개월전,"60,955",1년전,"51,004",일평년,"51,004",2024-11-28,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (11/29),"62,600",1일전 (11/28),"62,600",1주일전 (11/22),"54,975",2주일전 (11/15),"61,250",1개월전,"60,955",1년전,"51,004",일평년,"51,004",2024-11-29,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/02),"62,600",1일전 (12/01),-,1주일전 (11/25),"58,367",2주일전 (11/18),"61,250",1개월전,"56,655",1년전,"59,706",일평년,"59,706",2024-12-02,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/03),"59,600",1일전 (12/02),"62,600",1주일전 (11/26),"61,600",2주일전 (11/19),"61,250",1개월전,"56,655",1년전,"59,706",일평년,"59,706",2024-12-03,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/04),"62,600",1일전 (12/03),"59,600",1주일전 (11/27),"61,600",2주일전 (11/20),"61,250",1개월전,"56,655",1년전,"59,706",일평년,"59,706",2024-12-04,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/05),"65,600",1일전 (12/04),"62,600",1주일전 (11/28),"62,600",2주일전 (11/21),"58,367",1개월전,"56,655",1년전,"59,706",일평년,"59,706",2024-12-05,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/06),-,1일전 (12/05),"65,600",1주일전 (11/29),"62,600",2주일전 (11/22),"54,975",1개월전,"56,655",1년전,"59,706",일평년,"59,706",2024-12-06,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/09),"67,600",1일전 (12/08),-,1주일전 (12/02),"62,600",2주일전 (11/25),"58,367",1개월전,"56,655",1년전,"59,706",일평년,"59,706",2024-12-09,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/10),"67,600",1일전 (12/09),"67,600",1주일전 (12/03),"59,600",2주일전 (11/26),"61,600",1개월전,"56,655",1년전,"59,706",일평년,"59,706",2024-12-10,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/11),-,1일전 (12/10),"67,600",1주일전 (12/04),"62,600",2주일전 (11/27),"61,600",1개월전,"56,485",1년전,"60,785",일평년,"60,785",2024-12-11,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/12),"67,600",1일전 (12/11),-,1주일전 (12/05),"65,600",2주일전 (11/28),"62,600",1개월전,"56,485",1년전,"60,785",일평년,"60,785",2024-12-12,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/13),-,1일전 (12/12),"67,600",1주일전 (12/06),-,2주일전 (11/29),"62,600",1개월전,"56,485",1년전,"60,785",일평년,"60,785",2024-12-13,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/16),-,1일전 (12/15),-,1주일전 (12/09),"67,600",2주일전 (12/02),"62,600",1개월전,"56,485",1년전,"60,785",일평년,"60,785",2024-12-16,서울
절임배추,266,가을(20kg),3,상품,4,20kg,당일 (12/17),-,1일전 (12/16),-,1주일전 (12/10),"67,600",2주일전 (12/03),"59,600",1개월전,"56,485",1년전,"60,785",일평년,"60,785",2024-12-17,서울
절임배추,266,가을(20kg),03,상품,04,20kg,당일 (12/18),-,1일전 (12/17),-,1주일전 (12/11),-,2주일전 (12/04),"62,600",1개월전,"56,485",1년전,"60,785",일평년,"60,785",2024-12-18,서울
